FUND TYPE,FUND CODE,FUND DESCRIPTION,DEPARTMENT NUMBER,DEPARTMENT DESCRIPTION,APPROPRIATION AUTHORITY,APPROPRIATION AUTHORITY DESCRIPTION,APPROPRIATION ACCOUNT,APPROPRIATION ACCOUNT DESCRIPTION,2023 ORDINANCE (AMOUNT $)
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0012,Contract Wage Increment - Prevailing Rate,168244.00
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0015,Schedule Salary Adjustments,121884.00
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0020,Overtime,1200000.00
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0039,For the Employment of Students as Trainees,10000.00
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0049,Claims and Costs of Administration Pursuant to the Workers' Compensation Act,1134092.00
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0091,Uniform Allowance,39000.00
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0130,Postage,200.00
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0138,For Professional Services for Information Technology Maintenance,6195200.00
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,25049400.00
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0141,Appraisals,30000.00
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0142,Accounting and Auditing,258600.00
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0144,Engineering and Architecture,40000.00
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0148,Testing and Inspecting,12500.00
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0149,For Software Maintenance and Licensing,241600.00
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0152,Advertising,66000.00
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0157,Rental of Equipment and Services,13123100.00
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0160,Repair or Maintenance of Property,1564200.00
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0161,"Operation, Repair or Maintenance of Facilities",26277100.00
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0162,Repair/Maintenance of Equipment,21573700.00
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0163,Repair/Maintenance of Streets and Pavements,4455000.00
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0166,"Dues, Subscriptions and Memberships",52100.00
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0168,Educational Development through Cooperative Education Program and Apprenticeship Program,292100.00
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0169,Technical Meeting Costs,56700.00
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0181,Mobile Communication Services,48300.00
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0183,Water,1550000.00
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0185,Waste Disposal Services,515000.00
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0189,Telephone - Non-Centrex Billings,60300.00
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0190,Telephone - Centrex Billings,386000.00
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0191,Telephone - Relocations of Phone Lines,5000.00
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0197,Telephone - Maintenance and Repair of Equipment and Voicemail,8000.00
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0229,Transportation and Expense Allowance,100.00
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0245,Reimbursement to Travelers,12200.00
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0270,Local Transportation,100.00
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0313,Cleaning and Sanitation Supplies,129000.00
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0319,Clothing,73000.00
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0340,Material and Supplies,2999800.00
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0345,Apparatus and Instruments,2000.00
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0350,Stationery and Office Supplies,20000.00
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0360,Repair Parts and Material,63500.00
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0361,Building Materials and Supplies,4500.00
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0362,Paints and Painting Supplies,20000.00
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0364,Plumbing Supplies,2000.00
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0365,Electrical Supplies,697000.00
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0402,Tools Greater Than $100/Unit,15000.00
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0423,Communication Devices,544900.00
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0424,Furniture and Furnishings,100000.00
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0440,Machinery and Equipment,98500.00
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0446,"For the Purchase of Data Processing, Office Automation and Data Communication Hardware",1032900.00
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,9438,"For Services Provided by the Department of Assets, Information, and Services",35000.00
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0005,Salaries and Wages - on Payroll,142477937.00
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0012,Contract Wage Increment - Prevailing Rate,891004.00
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0015,Schedule Salary Adjustments,591250.00
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0020,Overtime,12000000.00
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0039,For the Employment of Students as Trainees,175000.00
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0049,Claims and Costs of Administration Pursuant to the Workers' Compensation Act,7821922.00
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0091,Uniform Allowance,177500.00
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0130,Postage,15000.00
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0138,For Professional Services for Information Technology Maintenance,17702900.00
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,126276100.00
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0141,Appraisals,50000.00
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0142,Accounting and Auditing,1089400.00
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0144,Engineering and Architecture,770000.00
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0147,Surveys,15000.00
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0148,Testing and Inspecting,29900.00
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0149,For Software Maintenance and Licensing,1248500.00
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0152,Advertising,367300.00
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0155,Rental of Property,2400000.00
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0157,Rental of Equipment and Services,87149900.00
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0160,Repair or Maintenance of Property,2250000.00
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0161,"Operation, Repair or Maintenance of Facilities",44898200.00
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0162,Repair/Maintenance of Equipment,18799300.00
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0163,Repair/Maintenance of Streets and Pavements,13482100.00
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0166,"Dues, Subscriptions and Memberships",583000.00
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0168,Educational Development through Cooperative Education Program and Apprenticeship Program,2430700.00
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0169,Technical Meeting Costs,521800.00
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0178,Freight and Express Charges,20000.00
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0181,Mobile Communication Services,270500.00
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0183,Water,12000000.00
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0185,Waste Disposal Services,1470000.00
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0189,Telephone - Non-Centrex Billings,321800.00
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0190,Telephone - Centrex Billings,603000.00
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0196,Data Circuits,360000.00
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0197,Telephone - Maintenance and Repair of Equipment and Voicemail,20000.00
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0229,Transportation and Expense Allowance,5500.00
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0245,Reimbursement to Travelers,171000.00
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0270,Local Transportation,6500.00
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0313,Cleaning and Sanitation Supplies,797500.00
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0314,Fuel Oil,100000.00
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0319,Clothing,580500.00
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0340,Material and Supplies,10547100.00
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0345,Apparatus and Instruments,25000.00
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0348,Books and Related Material,23100.00
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0350,Stationery and Office Supplies,200000.00
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0360,Repair Parts and Material,1554000.00
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0361,Building Materials and Supplies,593000.00
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0362,Paints and Painting Supplies,550000.00
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0364,Plumbing Supplies,180000.00
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0365,Electrical Supplies,3650000.00
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0402,Tools Greater Than $100/Unit,35000.00
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0423,Communication Devices,1278700.00
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0424,Furniture and Furnishings,1010000.00
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0440,Machinery and Equipment,1861600.00
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0446,"For the Purchase of Data Processing, Office Automation and Data Communication Hardware",3677600.00
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,9438,"For Services Provided by the Department of Assets, Information, and Services",90000.00
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,9441,For Services Provided by the Chicago Department of Public Health,90000.00
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,9481,For Services Provided by the Department of Streets and Sanitation,1200000.00
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,9484,For Services Provided by the Chicago Department of Transportation,800000.00
LOCAL,0200,Water Fund,88,Department of Water Management,2005,Commissioner's Office,0005,Salaries and Wages - on Payroll,5740897.00
LOCAL,0200,Water Fund,88,Department of Water Management,2005,Commissioner's Office,0012,Contract Wage Increment - Prevailing Rate,29171.00
LOCAL,0200,Water Fund,88,Department of Water Management,2005,Commissioner's Office,0015,Schedule Salary Adjustments,16216.00
LOCAL,0200,Water Fund,88,Department of Water Management,2005,Commissioner's Office,0020,Overtime,113244.00
LOCAL,0200,Water Fund,88,Department of Water Management,2005,Commissioner's Office,0130,Postage,240000.00
LOCAL,0200,Water Fund,88,Department of Water Management,2005,Commissioner's Office,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,4351678.00
LOCAL,0200,Water Fund,88,Department of Water Management,2005,Commissioner's Office,0150,Publications and Reproduction - Outside Services.  To Be Expended with the Prior Approval of Graphics Services,71900.00
LOCAL,0200,Water Fund,88,Department of Water Management,2005,Commissioner's Office,0161,"Operation, Repair or Maintenance of Facilities",52000.00
LOCAL,0200,Water Fund,88,Department of Water Management,2005,Commissioner's Office,0162,Repair/Maintenance of Equipment,466675.00
LOCAL,0200,Water Fund,88,Department of Water Management,2005,Commissioner's Office,0166,"Dues, Subscriptions and Memberships",583000.00
LOCAL,0200,Water Fund,88,Department of Water Management,2005,Commissioner's Office,0169,Technical Meeting Costs,167500.00
LOCAL,0200,Water Fund,88,Department of Water Management,2005,Commissioner's Office,0245,Reimbursement to Travelers,18400.00
LOCAL,0200,Water Fund,88,Department of Water Management,2005,Commissioner's Office,0340,Material and Supplies,314100.00
LOCAL,0200,Water Fund,88,Department of Water Management,2005,Commissioner's Office,0348,Books and Related Material,500.00
LOCAL,0200,Water Fund,88,Department of Water Management,2005,Commissioner's Office,0350,Stationery and Office Supplies,14500.00
LOCAL,0200,Water Fund,88,Department of Water Management,2005,Commissioner's Office,0424,Furniture and Furnishings,7500.00
LOCAL,0200,Water Fund,88,Department of Water Management,2005,Commissioner's Office,0440,Machinery and Equipment,99828.00
LOCAL,0200,Water Fund,88,Department of Water Management,2010,Bureau of Administrative Support,0005,Salaries and Wages - on Payroll,3914642.00
LOCAL,0200,Water Fund,88,Department of Water Management,2010,Bureau of Administrative Support,0015,Schedule Salary Adjustments,15710.00
LOCAL,0200,Water Fund,88,Department of Water Management,2010,Bureau of Administrative Support,0020,Overtime,400000.00
LOCAL,0200,Water Fund,88,Department of Water Management,2010,Bureau of Administrative Support,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,27950.00
LOCAL,0200,Water Fund,88,Department of Water Management,2010,Bureau of Administrative Support,0149,For Software Maintenance and Licensing,80000.00
LOCAL,0200,Water Fund,88,Department of Water Management,2010,Bureau of Administrative Support,0154,"For the Rental and Maintenance of Data Processing, Office Automation and Data Communications Hardware",90000.00
LOCAL,0200,Water Fund,88,Department of Water Management,2010,Bureau of Administrative Support,0159,Lease Purchase Agreements for Equipment and Machinery,333205.00
LOCAL,0200,Water Fund,88,Department of Water Management,2010,Bureau of Administrative Support,0168,Educational Development through Cooperative Education Program and Apprenticeship Program,10500.00
LOCAL,0200,Water Fund,88,Department of Water Management,2010,Bureau of Administrative Support,0169,Technical Meeting Costs,5000.00
LOCAL,0200,Water Fund,88,Department of Water Management,2010,Bureau of Administrative Support,0245,Reimbursement to Travelers,2500.00
LOCAL,0200,Water Fund,88,Department of Water Management,2010,Bureau of Administrative Support,0312,Software Purchases,6426.00
LOCAL,0200,Water Fund,88,Department of Water Management,2010,Bureau of Administrative Support,0350,Stationery and Office Supplies,31600.00
LOCAL,0200,Water Fund,88,Department of Water Management,2010,Bureau of Administrative Support,0446,"For the Purchase of Data Processing, Office Automation and Data Communication Hardware",96716.00
LOCAL,0200,Water Fund,88,Department of Water Management,2010,Bureau of Administrative Support,9438,"For Services Provided by the Department of Assets, Information, and Services",82500.00
LOCAL,0200,Water Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0005,Salaries and Wages - on Payroll,7758822.00
LOCAL,0200,Water Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0012,Contract Wage Increment - Prevailing Rate,37179.00
LOCAL,0200,Water Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0015,Schedule Salary Adjustments,178.00
LOCAL,0200,Water Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0020,Overtime,49842.00
LOCAL,0200,Water Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,2410500.00
LOCAL,0200,Water Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0162,Repair/Maintenance of Equipment,2400.00
LOCAL,0200,Water Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0169,Technical Meeting Costs,13500.00
LOCAL,0200,Water Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0229,Transportation and Expense Allowance,5000.00
LOCAL,0200,Water Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0245,Reimbursement to Travelers,9500.00
LOCAL,0200,Water Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0340,Material and Supplies,30000.00
LOCAL,0200,Water Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0345,Apparatus and Instruments,4000.00
LOCAL,0200,Water Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0348,Books and Related Material,1250.00
LOCAL,0200,Water Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0350,Stationery and Office Supplies,19000.00
LOCAL,0200,Water Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0424,Furniture and Furnishings,3500.00
LOCAL,0200,Water Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0521,Maintenance and Construction,1000000.00
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0005,Salaries and Wages - on Payroll,58478302.00
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0012,Contract Wage Increment - Prevailing Rate,585807.00
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0015,Schedule Salary Adjustments,66859.00
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0020,Overtime,10238491.00
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0125,Office and Building Services,301000.00
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,115000.00
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0148,Testing and Inspecting,1325000.00
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0157,Rental of Equipment and Services,166000.00
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0159,Lease Purchase Agreements for Equipment and Machinery,187550.00
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0160,Repair or Maintenance of Property,1406800.00
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0162,Repair/Maintenance of Equipment,6296875.00
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0169,Technical Meeting Costs,246300.00
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0245,Reimbursement to Travelers,4200.00
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0314,Fuel Oil,912800.00
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0340,Material and Supplies,3214750.00
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0342,"Drugs, Medicine and Chemical Materials",23940041.00
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0345,Apparatus and Instruments,311000.00
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0348,Books and Related Material,4200.00
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0350,Stationery and Office Supplies,70000.00
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0360,Repair Parts and Material,1459687.00
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0401,Tools Less Than or Equal to $100/Unit,15000.00
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0402,Tools Greater Than $100/Unit,18700.00
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0410,Equipment for Buildings,175000.00
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0424,Furniture and Furnishings,9000.00
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0440,Machinery and Equipment,1185803.00
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0445,Technical and Scientific Equipment,560000.00
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0446,"For the Purchase of Data Processing, Office Automation and Data Communication Hardware",143880.00
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0450,Vehicles,240000.00
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,9484,For Services Provided by the Chicago Department of Transportation,100000.00
LOCAL,0200,Water Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0005,Salaries and Wages - on Payroll,84887908.00
LOCAL,0200,Water Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0012,Contract Wage Increment - Prevailing Rate,966514.00
LOCAL,0200,Water Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0015,Schedule Salary Adjustments,21810.00
LOCAL,0200,Water Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0020,Overtime,9946396.00
LOCAL,0200,Water Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,3341543.00
LOCAL,0200,Water Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0157,Rental of Equipment and Services,2954152.00
LOCAL,0200,Water Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0160,Repair or Maintenance of Property,323800.00
LOCAL,0200,Water Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0162,Repair/Maintenance of Equipment,100000.00
LOCAL,0200,Water Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0169,Technical Meeting Costs,1500.00
LOCAL,0200,Water Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0185,Waste Disposal Services,2967710.00
LOCAL,0200,Water Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0316,Gas - Bottled and Propane,161400.00
LOCAL,0200,Water Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0340,Material and Supplies,1056380.00
LOCAL,0200,Water Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0350,Stationery and Office Supplies,56930.00
LOCAL,0200,Water Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0360,Repair Parts and Material,7620027.00
LOCAL,0200,Water Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0401,Tools Less Than or Equal to $100/Unit,3000.00
LOCAL,0200,Water Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0423,Communication Devices,1000.00
LOCAL,0200,Water Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0424,Furniture and Furnishings,3000.00
