FUND TYPE,FUND CODE,FUND DESCRIPTION,DEPARTMENT NUMBER,DEPARTMENT DESCRIPTION,APPROPRIATION AUTHORITY,APPROPRIATION AUTHORITY DESCRIPTION,APPROPRIATION ACCOUNT,APPROPRIATION ACCOUNT DESCRIPTION,2020 ORDINANCE (AMOUNT $)
LOCAL,0610,MIDWAY AIRPORT FUND,85,AVIATION,2010,CHICAGO MIDWAY AIRPORT,141,APPRAISALS,8000.00
LOCAL,0610,MIDWAY AIRPORT FUND,85,AVIATION,2010,CHICAGO MIDWAY AIRPORT,142,ACCOUNTING AND AUDITING,233200.00
LOCAL,0610,MIDWAY AIRPORT FUND,85,AVIATION,2010,CHICAGO MIDWAY AIRPORT,144,ENGINEERING AND ARCHITECTURE,40000.00
LOCAL,0610,MIDWAY AIRPORT FUND,85,AVIATION,2010,CHICAGO MIDWAY AIRPORT,148,TESTING AND INSPECTING,12500.00
LOCAL,0610,MIDWAY AIRPORT FUND,85,AVIATION,2010,CHICAGO MIDWAY AIRPORT,149,SOFTWARE MAINTENANCE AND LICENSING,117200.00
LOCAL,0610,MIDWAY AIRPORT FUND,85,AVIATION,2010,CHICAGO MIDWAY AIRPORT,152,ADVERTISING,44400.00
LOCAL,0610,MIDWAY AIRPORT FUND,85,AVIATION,2010,CHICAGO MIDWAY AIRPORT,157,RENTAL EQUIPMENT AND SERVICES,11634300.00
LOCAL,0610,MIDWAY AIRPORT FUND,85,AVIATION,2010,CHICAGO MIDWAY AIRPORT,160,REPAIR/MAINT PROPERTY,1800000.00
LOCAL,0610,MIDWAY AIRPORT FUND,85,AVIATION,2010,CHICAGO MIDWAY AIRPORT,161,MAINT FACILITIES,21563000.00
LOCAL,0610,MIDWAY AIRPORT FUND,85,AVIATION,2010,CHICAGO MIDWAY AIRPORT,162,REPAIR/MAINT EQUIPMENT,22468300.00
LOCAL,0610,MIDWAY AIRPORT FUND,85,AVIATION,2010,CHICAGO MIDWAY AIRPORT,163,MAINT STREETS,4830000.00
LOCAL,0610,MIDWAY AIRPORT FUND,85,AVIATION,2010,CHICAGO MIDWAY AIRPORT,166,DUES  SUBSC & MEM,9100.00
LOCAL,0610,MIDWAY AIRPORT FUND,85,AVIATION,2010,CHICAGO MIDWAY AIRPORT,168,EDUCATION DEVELOPMENT,241000.00
LOCAL,0610,MIDWAY AIRPORT FUND,85,AVIATION,2010,CHICAGO MIDWAY AIRPORT,169,TECHNICAL MEETING COSTS,38700.00
LOCAL,0610,MIDWAY AIRPORT FUND,85,AVIATION,2010,CHICAGO MIDWAY AIRPORT,181,MOBILE COMMUNICATION SERVICES,45300.00
LOCAL,0610,MIDWAY AIRPORT FUND,85,AVIATION,2010,CHICAGO MIDWAY AIRPORT,183,WATER,520000.00
LOCAL,0610,MIDWAY AIRPORT FUND,85,AVIATION,2010,CHICAGO MIDWAY AIRPORT,185,WASTE DISPOSAL SERVICES,500000.00
LOCAL,0610,MIDWAY AIRPORT FUND,85,AVIATION,2010,CHICAGO MIDWAY AIRPORT,189,TELEPHONE - NON-CENTREX BILLINGS,15300.00
LOCAL,0610,MIDWAY AIRPORT FUND,85,AVIATION,2010,CHICAGO MIDWAY AIRPORT,190,TELEPHONE - CENTREX BILLINGS,506000.00
LOCAL,0610,MIDWAY AIRPORT FUND,85,AVIATION,2010,CHICAGO MIDWAY AIRPORT,191,TELEPHONE - RELOCATIONS,5000.00
LOCAL,0610,MIDWAY AIRPORT FUND,85,AVIATION,2010,CHICAGO MIDWAY AIRPORT,197,TELEPHONE - MAINTENANCE,8000.00
LOCAL,0610,MIDWAY AIRPORT FUND,85,AVIATION,2010,CHICAGO MIDWAY AIRPORT,229,TRANSPORTATION AND EXPENSE ALLOWANCE,100.00
LOCAL,0610,MIDWAY AIRPORT FUND,85,AVIATION,2010,CHICAGO MIDWAY AIRPORT,245,REIMBURSEMENT TO TRAVELERS,12200.00
LOCAL,0610,MIDWAY AIRPORT FUND,85,AVIATION,2010,CHICAGO MIDWAY AIRPORT,270,LOCAL TRANSPORTATION,100.00
LOCAL,0610,MIDWAY AIRPORT FUND,85,AVIATION,2010,CHICAGO MIDWAY AIRPORT,313,CLEANING AND SANITATION SUPPLIES,39000.00
LOCAL,0610,MIDWAY AIRPORT FUND,85,AVIATION,2010,CHICAGO MIDWAY AIRPORT,319,CLOTHING,48800.00
LOCAL,0610,MIDWAY AIRPORT FUND,85,AVIATION,2010,CHICAGO MIDWAY AIRPORT,340,MATERIAL AND SUPPLIES,3117100.00
LOCAL,0610,MIDWAY AIRPORT FUND,85,AVIATION,2010,CHICAGO MIDWAY AIRPORT,350,STATIONERY AND OFFICE SUPPLIES,20000.00
LOCAL,0610,MIDWAY AIRPORT FUND,85,AVIATION,2010,CHICAGO MIDWAY AIRPORT,360,REPAIR PARTS AND MATERIAL,72500.00
LOCAL,0610,MIDWAY AIRPORT FUND,85,AVIATION,2010,CHICAGO MIDWAY AIRPORT,361,BUILDING MATERIALS AND SUPPLIES,6500.00
LOCAL,0610,MIDWAY AIRPORT FUND,85,AVIATION,2010,CHICAGO MIDWAY AIRPORT,362,PAINTS AND PAINTING SUPPLIES,70000.00
LOCAL,0610,MIDWAY AIRPORT FUND,85,AVIATION,2010,CHICAGO MIDWAY AIRPORT,364,PLUMBING SUPPLIES,2000.00
LOCAL,0610,MIDWAY AIRPORT FUND,85,AVIATION,2010,CHICAGO MIDWAY AIRPORT,365,ELECTRICAL SUPPLIES,697000.00
LOCAL,0610,MIDWAY AIRPORT FUND,85,AVIATION,2010,CHICAGO MIDWAY AIRPORT,402,TOOLS > $100 UNIT,15000.00
LOCAL,0610,MIDWAY AIRPORT FUND,85,AVIATION,2010,CHICAGO MIDWAY AIRPORT,423,COMMUNICATION DEVICES,271600.00
LOCAL,0610,MIDWAY AIRPORT FUND,85,AVIATION,2010,CHICAGO MIDWAY AIRPORT,424,FURNITURE AND FURNISHINGS,50000.00
LOCAL,0610,MIDWAY AIRPORT FUND,85,AVIATION,2010,CHICAGO MIDWAY AIRPORT,440,MACHINERY AND EQUIPMENT,24300.00
LOCAL,0610,MIDWAY AIRPORT FUND,85,AVIATION,2010,CHICAGO MIDWAY AIRPORT,446,PURCHASE - DATA HARDWARE,402000.00
LOCAL,0610,MIDWAY AIRPORT FUND,85,AVIATION,2010,CHICAGO MIDWAY AIRPORT,9438,REIMBURSEMENT - DAIS,35000.00
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,5,SALARIES AND WAGES - ON PAYROLL,127469797.00
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,11,CONTRACT WAGE - SALARY,1177979.00
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,12,CONTRACT WAGE - PREVAILING RATE,892350.00
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,15,SCHEDULE SALARY ADJUSTMENTS,495909.00
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,20,OVERTIME,12000000.00
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,39,STUDENT AS TRAINEES,175000.00
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,49,WORKERS' COMPENSATION,7242520.00
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,91,UNIFORM ALLOWANCE,161600.00
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,130,POSTAGE,25000.00
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,138,IT MAINTENANCE,16226000.00
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,140,PROFESSIONAL AND TECHNICAL SERVICES,107998900.00
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,141,APPRAISALS,84000.00
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,142,ACCOUNTING AND AUDITING,1033000.00
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,144,ENGINEERING AND ARCHITECTURE,1080000.00
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,147,SURVEYS,15000.00
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,148,TESTING AND INSPECTING,52000.00
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,149,SOFTWARE MAINTENANCE AND LICENSING,741100.00
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,152,ADVERTISING,369600.00
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,155,RENTAL OF PROPERTY,3694000.00
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,157,RENTAL EQUIPMENT AND SERVICES,71047400.00
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,160,REPAIR/MAINT PROPERTY,2150000.00
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,161,MAINT FACILITIES,39302500.00
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,162,REPAIR/MAINT EQUIPMENT,17532900.00
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,163,MAINT STREETS,13679000.00
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,166,DUES  SUBSC & MEM,505900.00
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,168,EDUCATION DEVELOPMENT,2354200.00
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,169,TECHNICAL MEETING COSTS,718100.00
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,178,FREIGHT AND EXPRESS CHARGES,20000.00
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,181,MOBILE COMMUNICATION SERVICES,190000.00
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,183,WATER,11000000.00
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,185,WASTE DISPOSAL SERVICES,1958000.00
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,189,TELEPHONE - NON-CENTREX BILLINGS,438600.00
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,190,TELEPHONE - CENTREX BILLINGS,1083000.00
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,196,DATA CIRCUITS,410000.00
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,197,TELEPHONE - MAINTENANCE,40000.00
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,229,TRANSPORTATION AND EXPENSE ALLOWANCE,5500.00
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,245,REIMBURSEMENT TO TRAVELERS,171000.00
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,270,LOCAL TRANSPORTATION,6500.00
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,313,CLEANING AND SANITATION SUPPLIES,450000.00
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,314,FUEL OIL,360000.00
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,319,CLOTHING,533000.00
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,340,MATERIAL AND SUPPLIES,10955800.00
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,345,APPARATUS AND INSTRUMENTS,41200.00
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,348,BOOKS AND RELATED MATERIAL,23100.00
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,350,STATIONERY AND OFFICE SUPPLIES,200000.00
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,360,REPAIR PARTS AND MATERIAL,1554000.00
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,361,BUILDING MATERIALS AND SUPPLIES,573000.00
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,362,PAINTS AND PAINTING SUPPLIES,650000.00
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,364,PLUMBING SUPPLIES,180000.00
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,365,ELECTRICAL SUPPLIES,4100000.00
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,402,TOOLS > $100 UNIT,35000.00
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,423,COMMUNICATION DEVICES,699200.00
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,424,FURNITURE AND FURNISHINGS,510000.00
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,440,MACHINERY AND EQUIPMENT,1836200.00
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,446,PURCHASE - DATA HARDWARE,2298600.00
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,9438,REIMBURSEMENT - DAIS,90000.00
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,9441,REIMBURSEMENT - CDPH,90000.00
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,9481,REIMBURSEMENT - DSS,1200000.00
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,9484,REIMBURSEMENT - CDOT,800000.00
LOCAL,0200,WATER FUND,88,DWM,2005,COMMISSIONER'S OFFICE,5,SALARIES AND WAGES - ON PAYROLL,5014769.00
LOCAL,0200,WATER FUND,88,DWM,2005,COMMISSIONER'S OFFICE,12,CONTRACT WAGE - PREVAILING RATE,30171.00
LOCAL,0200,WATER FUND,88,DWM,2005,COMMISSIONER'S OFFICE,15,SCHEDULE SALARY ADJUSTMENTS,5962.00
LOCAL,0200,WATER FUND,88,DWM,2005,COMMISSIONER'S OFFICE,20,OVERTIME,82000.00
LOCAL,0200,WATER FUND,88,DWM,2005,COMMISSIONER'S OFFICE,130,POSTAGE,240000.00
LOCAL,0200,WATER FUND,88,DWM,2005,COMMISSIONER'S OFFICE,140,PROFESSIONAL AND TECHNICAL SERVICES,4351678.00
LOCAL,0200,WATER FUND,88,DWM,2005,COMMISSIONER'S OFFICE,150,OUTSIDE GRAPHIC SERVICES,71900.00
LOCAL,0200,WATER FUND,88,DWM,2005,COMMISSIONER'S OFFICE,161,MAINT FACILITIES,52000.00
LOCAL,0200,WATER FUND,88,DWM,2005,COMMISSIONER'S OFFICE,162,REPAIR/MAINT EQUIPMENT,466675.00
LOCAL,0200,WATER FUND,88,DWM,2005,COMMISSIONER'S OFFICE,166,DUES  SUBSC & MEM,561000.00
LOCAL,0200,WATER FUND,88,DWM,2005,COMMISSIONER'S OFFICE,169,TECHNICAL MEETING COSTS,17500.00
LOCAL,0200,WATER FUND,88,DWM,2005,COMMISSIONER'S OFFICE,181,MOBILE COMMUNICATION SERVICES,18700.00
LOCAL,0200,WATER FUND,88,DWM,2005,COMMISSIONER'S OFFICE,189,TELEPHONE - NON-CENTREX BILLINGS,17200.00
LOCAL,0200,WATER FUND,88,DWM,2005,COMMISSIONER'S OFFICE,190,TELEPHONE - CENTREX BILLINGS,195000.00
LOCAL,0200,WATER FUND,88,DWM,2005,COMMISSIONER'S OFFICE,196,DATA CIRCUITS,542600.00
LOCAL,0200,WATER FUND,88,DWM,2005,COMMISSIONER'S OFFICE,197,TELEPHONE - MAINTENANCE,40580.00
LOCAL,0200,WATER FUND,88,DWM,2005,COMMISSIONER'S OFFICE,340,MATERIAL AND SUPPLIES,314100.00
LOCAL,0200,WATER FUND,88,DWM,2005,COMMISSIONER'S OFFICE,348,BOOKS AND RELATED MATERIAL,500.00
LOCAL,0200,WATER FUND,88,DWM,2005,COMMISSIONER'S OFFICE,350,STATIONERY AND OFFICE SUPPLIES,14500.00
LOCAL,0200,WATER FUND,88,DWM,2005,COMMISSIONER'S OFFICE,424,FURNITURE AND FURNISHINGS,7500.00
LOCAL,0200,WATER FUND,88,DWM,2005,COMMISSIONER'S OFFICE,440,MACHINERY AND EQUIPMENT,99828.00
LOCAL,0200,WATER FUND,88,DWM,2010,ADMINISTRATIVE SUPPORT,5,SALARIES AND WAGES - ON PAYROLL,3653135.00
LOCAL,0200,WATER FUND,88,DWM,2010,ADMINISTRATIVE SUPPORT,15,SCHEDULE SALARY ADJUSTMENTS,10628.00
LOCAL,0200,WATER FUND,88,DWM,2010,ADMINISTRATIVE SUPPORT,20,OVERTIME,400000.00
LOCAL,0200,WATER FUND,88,DWM,2010,ADMINISTRATIVE SUPPORT,140,PROFESSIONAL AND TECHNICAL SERVICES,57950.00
LOCAL,0200,WATER FUND,88,DWM,2010,ADMINISTRATIVE SUPPORT,149,SOFTWARE MAINTENANCE AND LICENSING,80000.00
LOCAL,0200,WATER FUND,88,DWM,2010,ADMINISTRATIVE SUPPORT,154,RENTAL-DATA HARDWARE EQ,90000.00
LOCAL,0200,WATER FUND,88,DWM,2010,ADMINISTRATIVE SUPPORT,159,LEASE/PURCHASE EQUIPMENT,291200.00
LOCAL,0200,WATER FUND,88,DWM,2010,ADMINISTRATIVE SUPPORT,168,EDUCATION DEVELOPMENT,10500.00
LOCAL,0200,WATER FUND,88,DWM,2010,ADMINISTRATIVE SUPPORT,169,TECHNICAL MEETING COSTS,5000.00
LOCAL,0200,WATER FUND,88,DWM,2010,ADMINISTRATIVE SUPPORT,191,TELEPHONE - RELOCATIONS,5000.00
LOCAL,0200,WATER FUND,88,DWM,2010,ADMINISTRATIVE SUPPORT,312,SOFTWARE PURCHASES,6426.00
LOCAL,0200,WATER FUND,88,DWM,2010,ADMINISTRATIVE SUPPORT,350,STATIONERY AND OFFICE SUPPLIES,31600.00
LOCAL,0200,WATER FUND,88,DWM,2010,ADMINISTRATIVE SUPPORT,446,PURCHASE - DATA HARDWARE,96716.00
LOCAL,0200,WATER FUND,88,DWM,2010,ADMINISTRATIVE SUPPORT,9438,REIMBURSEMENT - DAIS,82500.00
LOCAL,0200,WATER FUND,88,DWM,2015,ENGINEERING SERVICES,5,SALARIES AND WAGES - ON PAYROLL,4844545.00
LOCAL,0200,WATER FUND,88,DWM,2015,ENGINEERING SERVICES,12,CONTRACT WAGE - PREVAILING RATE,37607.00
LOCAL,0200,WATER FUND,88,DWM,2015,ENGINEERING SERVICES,15,SCHEDULE SALARY ADJUSTMENTS,4359.00
LOCAL,0200,WATER FUND,88,DWM,2015,ENGINEERING SERVICES,20,OVERTIME,23000.00
LOCAL,0200,WATER FUND,88,DWM,2015,ENGINEERING SERVICES,140,PROFESSIONAL AND TECHNICAL SERVICES,2400000.00
LOCAL,0200,WATER FUND,88,DWM,2015,ENGINEERING SERVICES,162,REPAIR/MAINT EQUIPMENT,2400.00
LOCAL,0200,WATER FUND,88,DWM,2015,ENGINEERING SERVICES,169,TECHNICAL MEETING COSTS,10000.00
LOCAL,0200,WATER FUND,88,DWM,2015,ENGINEERING SERVICES,229,TRANSPORTATION AND EXPENSE ALLOWANCE,30000.00
LOCAL,0200,WATER FUND,88,DWM,2015,ENGINEERING SERVICES,245,REIMBURSEMENT TO TRAVELERS,5400.00
LOCAL,0200,WATER FUND,88,DWM,2015,ENGINEERING SERVICES,340,MATERIAL AND SUPPLIES,30000.00
LOCAL,0200,WATER FUND,88,DWM,2015,ENGINEERING SERVICES,345,APPARATUS AND INSTRUMENTS,4000.00
LOCAL,0200,WATER FUND,88,DWM,2015,ENGINEERING SERVICES,348,BOOKS AND RELATED MATERIAL,1250.00
LOCAL,0200,WATER FUND,88,DWM,2015,ENGINEERING SERVICES,350,STATIONERY AND OFFICE SUPPLIES,19000.00
LOCAL,0200,WATER FUND,88,DWM,2015,ENGINEERING SERVICES,424,FURNITURE AND FURNISHINGS,3500.00
LOCAL,0200,WATER FUND,88,DWM,2015,ENGINEERING SERVICES,521,MAINTENANCE AND CONSTRUCTION,1000000.00
LOCAL,0200,WATER FUND,88,DWM,2020,WATER SUPPLY,5,SALARIES AND WAGES - ON PAYROLL,57184842.00
LOCAL,0200,WATER FUND,88,DWM,2020,WATER SUPPLY,12,CONTRACT WAGE - PREVAILING RATE,665148.00
LOCAL,0200,WATER FUND,88,DWM,2020,WATER SUPPLY,15,SCHEDULE SALARY ADJUSTMENTS,48995.00
LOCAL,0200,WATER FUND,88,DWM,2020,WATER SUPPLY,20,OVERTIME,4018672.00
LOCAL,0200,WATER FUND,88,DWM,2020,WATER SUPPLY,125,OFFICE AND BUILDING SERVICES,342000.00
LOCAL,0200,WATER FUND,88,DWM,2020,WATER SUPPLY,140,PROFESSIONAL AND TECHNICAL SERVICES,75000.00
LOCAL,0200,WATER FUND,88,DWM,2020,WATER SUPPLY,148,TESTING AND INSPECTING,1823000.00
LOCAL,0200,WATER FUND,88,DWM,2020,WATER SUPPLY,157,RENTAL EQUIPMENT AND SERVICES,191000.00
LOCAL,0200,WATER FUND,88,DWM,2020,WATER SUPPLY,159,LEASE/PURCHASE EQUIPMENT,170500.00
LOCAL,0200,WATER FUND,88,DWM,2020,WATER SUPPLY,160,REPAIR/MAINT PROPERTY,1406800.00
LOCAL,0200,WATER FUND,88,DWM,2020,WATER SUPPLY,162,REPAIR/MAINT EQUIPMENT,5792500.00
LOCAL,0200,WATER FUND,88,DWM,2020,WATER SUPPLY,169,TECHNICAL MEETING COSTS,238800.00
LOCAL,0200,WATER FUND,88,DWM,2020,WATER SUPPLY,245,REIMBURSEMENT TO TRAVELERS,8340.00
LOCAL,0200,WATER FUND,88,DWM,2020,WATER SUPPLY,314,FUEL OIL,690000.00
LOCAL,0200,WATER FUND,88,DWM,2020,WATER SUPPLY,340,MATERIAL AND SUPPLIES,4368800.00
LOCAL,0200,WATER FUND,88,DWM,2020,WATER SUPPLY,342,DRUGS  MEDICINE AND CHEMICAL MATERIALS,11609203.00
LOCAL,0200,WATER FUND,88,DWM,2020,WATER SUPPLY,345,APPARATUS AND INSTRUMENTS,348000.00
LOCAL,0200,WATER FUND,88,DWM,2020,WATER SUPPLY,348,BOOKS AND RELATED MATERIAL,6000.00
LOCAL,0200,WATER FUND,88,DWM,2020,WATER SUPPLY,350,STATIONERY AND OFFICE SUPPLIES,75000.00
LOCAL,0200,WATER FUND,88,DWM,2020,WATER SUPPLY,360,REPAIR PARTS AND MATERIAL,1485687.00
LOCAL,0200,WATER FUND,88,DWM,2020,WATER SUPPLY,401,TOOL <= $100 UNIT,18200.00
LOCAL,0200,WATER FUND,88,DWM,2020,WATER SUPPLY,402,TOOLS > $100 UNIT,15500.00
LOCAL,0200,WATER FUND,88,DWM,2020,WATER SUPPLY,410,EQUIPMENT FOR BUILDINGS,175000.00
LOCAL,0200,WATER FUND,88,DWM,2020,WATER SUPPLY,424,FURNITURE AND FURNISHINGS,2000.00
LOCAL,0200,WATER FUND,88,DWM,2020,WATER SUPPLY,440,MACHINERY AND EQUIPMENT,857800.00
LOCAL,0200,WATER FUND,88,DWM,2020,WATER SUPPLY,445,TECHNICAL AND SCIENTIFIC EQUIPMENT,336000.00
LOCAL,0200,WATER FUND,88,DWM,2020,WATER SUPPLY,446,PURCHASE - DATA HARDWARE,143880.00
LOCAL,0200,WATER FUND,88,DWM,2020,WATER SUPPLY,450,VEHICLES,240000.00
LOCAL,0200,WATER FUND,88,DWM,2020,WATER SUPPLY,9484,REIMBURSEMENT - CDOT,100000.00
LOCAL,0200,WATER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,5,SALARIES AND WAGES - ON PAYROLL,65131598.00
LOCAL,0200,WATER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,12,CONTRACT WAGE - PREVAILING RATE,797301.00
LOCAL,0200,WATER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,15,SCHEDULE SALARY ADJUSTMENTS,9556.00
LOCAL,0200,WATER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,20,OVERTIME,3462356.00
LOCAL,0200,WATER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,140,PROFESSIONAL AND TECHNICAL SERVICES,3341543.00
LOCAL,0200,WATER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,157,RENTAL EQUIPMENT AND SERVICES,2879760.00
LOCAL,0200,WATER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,160,REPAIR/MAINT PROPERTY,323800.00
LOCAL,0200,WATER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,162,REPAIR/MAINT EQUIPMENT,100000.00
LOCAL,0200,WATER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,169,TECHNICAL MEETING COSTS,1500.00
LOCAL,0200,WATER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,181,MOBILE COMMUNICATION SERVICES,285000.00
LOCAL,0200,WATER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,185,WASTE DISPOSAL SERVICES,2942710.00
LOCAL,0200,WATER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,188,VEHICLE TRACKING SERVICE,211321.00
LOCAL,0200,WATER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,316,GAS - BOTTLED AND PROPANE,161400.00
LOCAL,0200,WATER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,340,MATERIAL AND SUPPLIES,812600.00
LOCAL,0200,WATER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,350,STATIONERY AND OFFICE SUPPLIES,56930.00
